src,dst,time
756,1122,63563327
4358,4730,63563715
1815,2506,63563835
2547,5629,63563943
172,150,63564057
4683,4683,63564102
1700,2031,63564190
6026,6279,63564836
6943,6298,63564953
4701,4702,63564963
4905,6104,63564982
4905,6104,63565233
3759,1843,63565235
6944,5669,63565239
6248,6216,63565610
6426,3473,63566056
655,6757,63566161
433,532,63566337
3950,5608,63566507
6945,6946,63566516
6819,6679,63566682
6216,6248,63566698
5774,5793,63566738
1176,2653,63567011
3358,2226,63567235
4292,5709,63567306
5556,3921,63567544
6947,3656,63567867
1964,1415,63567897
2086,3964,63567971
6776,2898,63567973
5255,3725,63568179
6916,3619,63568358
3103,1953,63568384
6256,1184,63568484
4891,4946,63568622
3777,3746,63568709
2564,4812,63568710
5481,6716,63568953
3959,5209,63569213
5919,5019,63569753
6104,4905,63569810
4905,6104,63569996
2360,2783,63570176
6104,4905,63570180
4905,6104,63570329
3656,6947,63570618
6104,4905,63570705
4905,6104,63570805
1470,867,63570892
6104,4905,63570922
6907,6610,63571188
4277,6941,63571423
2978,2694,63571540
4905,6104,63571708
6821,5454,63571719
6948,6948,63571848
3870,6197,63571923
4675,6197,63572004
6197,3870,63572069
4776,4487,63572175
3900,5454,63572206
6881,5327,63572231
5608,3950,63572287
3000,6197,63572376
4946,4891,63572546
6314,6659,63572642
6945,3535,63572696
5896,5897,63572851
4704,2597,63572941
6748,6059,63572964
2597,4704,63573172
3640,1586,63573242
1086,3635,63573262
6923,5734,63573337
3473,6104,63573385
1993,1994,63573521
5659,4534,63573636
2360,1666,63573727
1562,2479,63573812
6947,3656,63573846
4946,1329,63574257
5942,6949,63574275
1953,3103,63574395
1332,4709,63574437
6197,3000,63574610
6940,6939,63574678
5572,5144,63575249
6950,5480,63575338
329,6926,63575397
5305,5306,63575534
4153,4154,63575896
5709,4292,63575974
401,4154,63576205
3982,4154,63576448
2783,2360,63576760
4780,3453,63577005
5209,3959,63577070
5454,6821,63577086
6951,6952,63577108
3862,6398,63577129
390,1309,63577189
1489,1309,63577256
4472,2927,63577299
626,3258,63577492
4627,441,63577579
6068,6212,63577775
6002,6932,63577779
1843,2973,63577796
3473,6426,63577972
3103,1953,63578024
5268,4662,63578222
4680,5591,63578276
2737,626,63578575
5908,4317,63578696
5268,4662,63578703
3959,5209,63578998
1593,2130,63579192
4602,6600,63579223
6852,6895,63579279
2345,4045,63579283
6131,6895,63579328
2652,5643,63579419
6256,5736,63579543
2797,1453,63579665
6297,5643,63579682
1501,2130,63579806
1329,4946,63579878
6801,6286,63580132
4950,658,63580178
5350,5351,63580358
3899,5572,63580403
2726,6704,63580455
2679,6704,63580510
2130,1501,63581148
2927,4472,63581534
1654,882,63581671
4154,3982,63581817
3982,4154,63582010
3472,882,63582032
3982,4154,63582049
4153,4154,63582252
4154,3982,63582325
6953,6954,63582597
5598,5243,63582731
6569,1088,63583136
626,3041,63583166
441,4627,63583191
6195,6178,63583365
3656,6947,63583515
5209,3959,63583559
6104,1219,63583603
4314,5243,63583614
3041,626,63583614
5572,5144,63583690
3959,5209,63583723
2191,4768,63583744
4905,5243,63583850
4905,5243,63583933
2083,1967,63584186
6426,3473,63584261
533,5951,63584288
5209,3959,63584318
5242,4967,63584330
6281,4435,63584425
6205,2829,63584543
2239,4435,63584626
1219,6104,63584681
2412,2356,63584907
4292,6937,63584925
1920,1143,63585045
4373,5144,63585054
5965,5759,63585055
6955,2393,63585309
3517,498,63585511
5064,5977,63585554
3244,4435,63585595
3481,5793,63585605
4368,5631,63585651
3950,1798,63585701
533,4940,63585883
3452,1731,63585884
1731,3452,63585987
63,6892,63586180
1549,5793,63586216
3953,6956,63586334
6857,405,63586370
3959,5209,63586416
5643,5793,63586423
3041,6957,63586499
6937,4292,63586528
5793,4127,63586599
6825,5841,63586932
6881,6958,63587012
1253,3405,63587024
6959,6960,63587375
2130,1593,63587451
4723,4724,63587476
5643,3529,63587579
1109,1211,63587614
3452,1731,63587733
2341,3960,63587748
6321,6197,63587787
1731,3452,63588156
6961,5671,63588192
5793,5643,63588392
5983,6538,63588451
6961,6246,63588459
2585,2848,63588464
6471,5983,63588503
6889,6148,63588581
3653,6538,63588652
6824,6942,63588683
6942,6148,63588765
6148,6942,63588870
378,377,63588883
4262,1168,63588927
718,1420,63588984
1973,6900,63589146
1249,1250,63589146
6151,6436,63589325
6436,6151,63589715
433,4758,63589878
6962,5695,63590001
6913,5458,63590022
698,2829,63590180
6963,6964,63590307
1168,2822,63590544
4154,4153,63590582
3154,3155,63590644
3022,3269,63590790
6819,6190,63591236
5983,6471,63591269
6945,4952,63591295
5558,5965,63591336
868,939,63591513
2130,2770,63591592
6377,5470,63591828
3409,6660,63591855
1593,2130,63591870
2973,1843,63591984
2371,1422,63592008
1953,3103,63592096
6464,4310,63592106
1008,5956,63592203
2702,2140,63592264
5209,3959,63593024
6329,858,63593113
5736,6256,63593371
5971,211,63593508
3244,2239,63593569
5956,5150,63593678
5137,6176,63593738
497,4084,63594083
3103,1953,63594176
1375,3215,63594195
1859,3215,63594206
945,3215,63594236
6902,6903,63594390
2275,3215,63594427
1967,2083,63594442
2739,3215,63594467
150,172,63594606
2961,3215,63594622
4266,3215,63594630
3832,3215,63594669
1940,3215,63594683
172,150,63594711
40074,3215,63594771
1953,3103,63594781
2233,3215,63594784
3369,3215,63594801
3103,1953,63594899
5631,4368,63594913
3492,3215,63594979
3215,3215,63595014
4368,5631,63595184
5032,3215,63595281
3338,3150,63595607
5956,3507,63595922
5776,4622,63596321
6965,5873,63596535
961,4252,63596965
6279,6026,63597101
5153,5622,63597855
4732,3647,63597959
625,6665,63597995
698,2829,63598097
2479,1562,63598159
4508,4507,63598264
3150,3338,63598303
4950,4950,63598332
6665,625,63598587
625,6665,63598754
5455,3250,63598756
5455,3250,63598795
6665,625,63599004
1017,5385,63599046
625,6665,63599222
5433,3058,63599261
6665,625,63599270
625,6665,63599366
81,4075,63599494
6504,309,63599532
5385,1017,63599928
1811,5032,63600382
6665,1734,63600961
4154,401,63601476
4487,4776,63601760
4950,3635,63602201
6665,6665,63602222
2000,1523,63602291
5631,5321,63602320
6966,6665,63602406
3862,1667,63602667
3150,4601,63602715
625,6665,63602741
6665,1734,63603041
6665,6966,63603107
6966,6665,63603179
1047,3880,63603583
6665,1734,63604129
4104,4103,63604205
1078,1077,63604310
6967,6650,63604869
5385,301,63605337
5385,301,63605506
4103,4104,63605913
4103,4104,63605926
6964,6963,63606696
6248,6216,63608168
2420,5238,63610422
5237,5238,63610542
792,752,63611617
6384,1149,63614398
377,378,63616625
5793,3481,63616973
1683,6890,63618526
6002,6932,63618968
6941,1856,63619903
1688,4122,63620502
401,4154,63621925
1668,641,63622032
4153,4154,63622156
1798,3950,63622240
5455,6607,63622435
5455,6607,63622495
5032,1811,63622713
1370,3871,63623181
4758,433,63624040
6659,6314,63624468
1843,3759,63625219
4965,4965,63625675
628,629,63626183
6600,6891,63626995
3154,3155,63627279
1920,1920,63627321
6479,1483,63627435
28,5473,63627641
5486,5959,63627911
2807,6170,63628563
326,2123,63629414
3473,6426,63629696
4386,4387,63629882
4764,1715,63630347
5454,3100,63630606
4891,5664,63630664
6968,5076,63630999
5647,6838,63631101
6939,6940,63631173
1309,1489,63631268
4891,5664,63631392
172,150,63631476
5751,509,63631589
4154,4153,63631797
3041,509,63631924
1189,1819,63632142
5013,47,63632210
5242,4967,63632853
2297,4128,63632878
5647,3977,63632957
326,6841,63633024
6797,4597,63633122
3555,2379,63633388
2018,6402,63633467
6909,1595,63634704
698,3450,63634787
5747,4127,63634891
6150,5688,63635123
3516,605,63635279
4128,2297,63635352
4122,1688,63635605
4740,4505,63635694
3439,3218,63635787
4505,4740,63635831
4740,4505,63635993
222,1240,63636524
882,3472,63636736
211,5971,63636864
5956,1008,63637014
1953,3103,63637092
5481,6716,63637295
4852,4636,63637311
1698,3576,63637351
3751,5349,63637421
1428,2644,63637431
5549,3870,63637750
2479,6170,63637932
158,553,63637946
5707,6734,63638101
5786,4817,63638235
2860,5045,63638454
6914,6179,63638816
912,911,63638828
1256,3883,63639031
1811,5032,63639380
4518,64,63639481
6969,2310,63639589
5378,4109,63639753
982,887,63639974
3358,2226,63640067
1599,4053,63640211
5793,5774,63640460
6967,6650,63640510
625,6665,63640766
6970,5857,63640931
5024,5304,63640966
911,912,63641000
1595,6909,63641025
912,911,63641146
2064,2594,63641221
65,64,63642203
6206,6528,63642281
6838,5647,63642564
6971,5084,63642798
1017,5385,63642920
1489,1309,63643039
4580,3379,63643173
1370,3373,63643298
3950,1798,63643474
1798,3950,63643530
1798,1798,63643624
2126,6284,63643815
4505,1929,63643950
4817,5366,63644012
6972,5645,63644046
5554,1811,63644767
553,158,63645099
5084,1350,63645153
1811,2082,63645246
5873,6965,63645372
1428,3892,63645859
4075,81,63645871
497,4084,63645997
5647,6838,63646318
6278,4248,63646595
3379,4580,63646605
5664,4891,63646901
1769,2032,63647375
518,803,63648047
6973,4170,63648364
6838,5647,63648679
6216,6248,63648684
6771,6492,63648759
5647,6838,63649648
5046,5207,63650058
394,2778,63650070
2414,3905,63650313
3747,4219,63650740
5956,6924,63650815
533,4940,63650961
2379,2380,63651137
6892,63,63651366
4689,3714,63651556
5268,4662,63651760
5692,5503,63651777
861,4662,63651779
4368,5622,63652020
2822,4262,63652230
3154,3155,63652564
1423,669,63652589
2778,394,63652659
910,1748,63652990
5503,5692,63653001
5747,4127,63653344
149,6974,63653409
158,553,63653483
4910,2642,63653727
3862,1667,63653849
4219,3747,63654003
5385,1017,63654178
1187,5000,63654284
1593,2530,63654630
3059,6375,63655104
6838,5647,63655247
5084,6971,63655517
2360,2783,63655715
1856,4779,63655751
184,5657,63655771
394,2778,63655848
3103,1953,63655861
787,5657,63655927
5449,5784,63655950
3358,4138,63656006
6384,3021,63656727
2594,2064,63656777
5479,2698,63656882
64,65,63658058
5780,3591,63658177
5366,4817,63658486
5366,4817,63658541
4817,5366,63658633
603,1508,63659023
603,1508,63659023
6957,3041,63659057
29,418,63659354
5136,4967,63659596
3467,6975,63659822
1008,5956,63659846
6969,6976,63659961
4732,4732,63659968
6832,4967,63660261
1286,214,63660461
887,982,63660506
544,5931,63660677
621,5657,63661147
6787,5335,63661431
6977,6113,63662377
1945,3454,63663033
1945,3454,63663281
6948,6978,63663281
5793,1549,63663549
4934,2656,63663730
1953,3103,63663983
3747,4219,63664451
81,4075,63664866
6895,6131,63665600
4967,6832,63665672
1478,21,63665852
3103,6979,63666265
6131,6895,63666927
5366,4817,63667225
6003,5759,63667810
3490,6239,63667873
5233,6269,63668277
6980,6926,63668362
2414,5284,63668523
2249,5048,63668721
5750,5048,63668758
4989,2486,63668814
4139,4662,63669069
21,1478,63669173
5315,6934,63669246
4891,5664,63669296
5299,2656,63669352
5025,1977,63669677
6384,2830,63670167
4874,6981,63670776
6982,6446,63671014
3338,3150,63671022
5594,1473,63671048
2246,2188,63671378
693,1215,63671428
1473,5594,63671538
4940,533,63671737
5951,533,63671950
1202,1856,63672140
1167,1149,63672676
3570,1149,63672709
422,1149,63672784
1028,1149,63672861
1856,1202,63673015
1202,1856,63673239
5603,5285,63673453
2698,5479,63673552
4256,6453,63673712
4170,6973,63674030
6819,6679,63674227
5664,4891,63674446
6957,6930,63675531
6453,4256,63675952
5626,3765,63676016
5362,4610,63676150
4231,4232,63676220
4610,5362,63676478
5454,3900,63676566
1428,3291,63677164
5956,6924,63677990
1007,6575,63678195
2530,1593,63678860
6891,6600,63679478
4732,5481,63679523
1309,390,63679611
2623,1398,63680420
2340,5598,63680594
6083,6036,63681037
6981,4874,63681254
1430,4832,63681827
5486,5485,63681858
1279,450,63682034
1968,1750,63682175
6648,6915,63682286
32,31,63682561
1750,1968,63682757
5954,6546,63683026
5430,782,63683244
6546,5954,63683516
4724,4723,63683528
2431,450,63684034
1167,4702,63684374
2860,3698,63684734
6575,1007,63684838
1087,3927,63684912
208,1706,63684935
6891,5740,63685676
4727,4084,63686198
6942,6148,63686614
5988,5027,63686827
2860,1077,63687060
3041,6957,63688036
6043,5736,63689012
6983,6984,63692596
6832,4967,63693463
5956,5150,63694127
2860,6468,63695143
983,2711,63695500
2623,1398,63696559
3103,6979,63709870
2860,2810,63711129
2264,6607,63714003
6950,6684,63714132
2726,6704,63714456
4065,4837,63714584
4975,4976,63714728
3352,382,63715342
911,912,63715353
3386,907,63716211
6492,6771,63716225
6384,1149,63716885
4065,1569,63717151
6628,6743,63717159
4142,4535,63717237
2830,6384,63717435
4190,4568,63717443
1149,6384,63717464
2597,4568,63717599
2728,2728,63717894
6684,6950,63718330
6950,6684,63718381
2884,6721,63718666
3888,324,63719276
6148,6942,63719517
95,190,63719675
4976,4975,63720057
2033,3980,63720319
3974,1966,63720363
619,1086,63720438
403,5560,63720786
5740,6891,63720811
5740,6891,63720880
3981,1900,63721113
6985,6986,63721197
6987,6987,63721414
3912,3919,63721648
1748,4490,63721964
5156,4768,63722164
1428,4366,63722288
1279,490,63722620
4568,4190,63722636
6664,6988,63722736
1992,671,63722742
6178,6195,63722847
2860,1574,63722892
5502,3039,63722949
2860,1277,63722978
2355,494,63723212
2278,5782,63723442
382,3352,63724035
4494,6225,63724178
6909,1595,63724614
5485,5486,63724995
4065,4937,63725114
5268,4662,63725188
6941,2417,63725224
5688,6150,63725394
1961,475,63725579
1007,6575,63725715
6263,4597,63725911
4854,131,63725993
438,3616,63726565
748,1064,63727084
3386,1310,63727352
2920,3466,63727535
807,2942,63727583
4065,4081,63727816
1856,6941,63727957
6446,6982,63728257
2860,1430,63728270
6990,6990,63728357
6941,1856,63729268
2860,1922,63729510
3726,4662,63729571
2792,1077,63730080
4975,4976,63730255
6991,6991,63730258
4874,6981,63730296
195,1214,63730477
626,2737,63731014
4568,2597,63732078
1613,1612,63732310
6992,484,63732443
1279,1876,63732493
190,95,63732623
5740,6891,63733231
4600,3234,63733926
1928,1928,63733942
753,797,63734105
1580,5767,63734106
6977,6079,63734430
3750,1438,63734571
6743,6628,63734773
5155,5640,63734789
4978,3683,63734958
2860,1455,63735183
5767,1580,63735234
4909,3358,63735273
6942,6148,63735337
6993,2349,63735604
5643,2652,63735849
2153,5951,63737756
6771,6492,63737867
5238,862,63737905
807,566,63737936
5453,2658,63737968
625,6665,63738314
2373,6994,63738407
2652,5643,63738515
2652,5643,63738797
1706,208,63738948
1033,4601,63739587
5120,5119,63739821
1077,2792,63740030
1219,2320,63740210
2287,2181,63740368
6785,6034,63740872
4232,4231,63741577
5756,5756,63741627
5454,6821,63742165
2597,4568,63742550
2860,2415,63743455
208,1706,63743579
1685,3899,63744092
2257,3985,63744677
4387,4386,63744742
1622,2294,63745214
4140,5621,63745753
6269,5233,63745757
6003,3588,63746537
5572,3899,63746682
1102,536,63746890
4946,5956,63747204
3726,1628,63747294
2349,6993,63747347
2349,6993,63747451
1879,1879,63747503
6026,6279,63748079
39998,692,63748153
5605,4930,63748602
6148,6942,63748807
1428,159,63749110
5695,6962,63749253
6895,6214,63749414
5549,6995,63749477
6850,6203,63749867
5873,5873,63750382
3358,2943,63750919
2131,3693,63750995
3232,5540,63751326
6019,5540,63751481
2287,3822,63751950
1438,3750,63752223
862,5238,63752245
4168,1503,63752442
3304,159,63753018
5956,4946,63753057
6530,159,63753104
4627,441,63753561
2860,4052,63753787
4817,5366,63754001
3859,6996,63754237
5053,5054,63754929
2860,1637,63754967
5438,5437,63755166
3352,382,63755596
2860,2381,63755684
6301,5459,63756143
1739,2626,63756264
6997,5991,63756447
1215,693,63756606
4946,5956,63756607
1992,671,63756702
2656,5727,63757255
4457,4815,63757544
4949,5075,63757575
716,5384,63757765
6453,3485,63757970
5324,3714,63758079
6214,6895,63758303
2181,4931,63758576
2016,2016,63759129
5486,5766,63759253
6197,6321,63759540
3862,6398,63759563
6998,1344,63759642
1580,5767,63760106
40186,2380,63760308
2579,3625,63760442
4091,292,63761010
1613,4568,63761191
5417,3692,63761376
5740,6891,63761437
1162,6335,63761804
4490,1748,63761883
5276,2710,63762241
4611,621,63762325
497,4084,63762557
4981,4815,63762787
4727,4084,63762893
2860,417,63763607
1285,1451,63764156
5366,4817,63764162
3358,4909,63764521
6999,6999,63766270
753,754,63766425
4182,5371,63766614
6790,4802,63767630
2225,5032,63767661
1663,3730,63767882
4950,3635,63767926
4150,1826,63768143
1562,2940,63768932
2506,3309,63769128
5157,1997,63769271
3946,4374,63770265
7000,123,63770271
6546,5954,63771126
1457,2360,63771308
5747,6600,63771376
1562,897,63771562
3946,2618,63771570
4817,5786,63771717
6982,6446,63771763
556,890,63771813
915,916,63772366
2341,3960,63772617
846,890,63772636
7001,7002,63773048
5326,6298,63773143
4321,6298,63773406
3714,4689,63773911
3726,4662,63774372
980,7003,63774788
3586,3587,63774869
4732,2538,63774903
5643,2652,63775117
1397,2256,63775478
711,7004,63775517
743,2074,63776807
743,2074,63778179
621,4611,63780560
5163,6131,63780786
7005,6131,63780824
1663,2586,63781285
6942,6148,63781423
3746,3751,63781615
2940,1149,63781646
1557,1055,63781966
5540,6019,63782056
3751,3746,63782797
4490,174,63783656
2064,2594,63784436
5829,5874,63789869
159,3304,63793653
4524,5157,63799600
5054,5053,63801288
7006,7007,63801304
583,7008,63801307
7009,7010,63802812
3352,382,63803315
5075,4949,63803526
5437,5438,63804328
1700,2031,63804574
5155,5640,63804870
3858,787,63805017
5598,3275,63805289
1039,6128,63805964
4385,3910,63805974
1343,1689,63806464
5279,6355,63807370
5919,5019,63807397
949,5316,63807636
753,7011,63807834
6298,5326,63808002
2868,6479,63808541
6369,7012,63808785
4702,1167,63809365
5401,1451,63809588
5384,716,63809662
2001,1451,63809677
5273,7013,63809719
382,3352,63810129
3275,5598,63810206
2281,392,63810507
2868,1922,63811081
890,556,63811144
174,4490,63811218
205,390,63811320
390,205,63811520
4870,1451,63811694
5786,4817,63811726
2868,3033,63811817
1663,2848,63812423
6248,4466,63812651
512,7014,63812907
6051,4815,63813256
6051,4815,63813367
6722,1232,63813644
2241,7015,63814030
6248,6216,63814536
5978,4819,63814625
2594,2064,63814997
6646,1241,63815320
1876,1279,63815403
3697,3486,63815539
3119,2519,63815822
2519,3119,63816034
1372,626,63816151
5570,6480,63816320
4219,3747,63816778
743,869,63816892
6666,7016,63817198
5401,5058,63817374
2385,1398,63817745
6151,3845,63818461
5475,4344,63818681
2281,143,63818929
6666,3148,63819302
7017,4045,63819751
2965,2154,63820261
743,3166,63820341
6666,508,63820579
4622,1287,63820930
3258,2966,63821086
4611,1473,63821268
2033,5387,63821381
5697,5698,63821483
3304,159,63821655
4817,5786,63821673
2868,2415,63821818
6248,5241,63821883
1473,4611,63821890
123,7000,63821996
6981,4874,63822014
7018,4874,63822057
3946,3622,63822115
2281,4298,63822157
4815,4321,63822470
6600,5747,63822600
1663,1352,63822708
4321,4815,63822959
4700,5043,63823109
5119,5120,63823149
325,6349,63823150
4653,4321,63823247
6298,4321,63823455
5621,4140,63823739
985,904,63823800
904,985,63823911
1685,1033,63824033
2127,904,63824074
985,904,63824105
3338,3150,63824207
626,3041,63824648
6468,5120,63824710
6957,3041,63824790
3946,2379,63825132
1685,3150,63825497
6451,5551,63825771
904,985,63825918
1732,2578,63826179
3041,626,63826205
4332,2153,63826295
5315,6934,63826345
5137,5055,63826436
6129,3099,63826510
5956,6924,63826691
4600,4292,63826717
2191,4768,63827006
1489,1309,63827107
520,3421,63827219
2868,2381,63827567
6492,2327,63827599
4472,3150,63827635
5740,6626,63827790
4874,6981,63827884
4946,1329,63827919
3033,2868,63828101
4065,3801,63828117
1172,1293,63828152
1489,1309,63828181
1055,2966,63828558
4321,4815,63828819
4852,6161,63828935
7019,3327,63830395
4815,1242,63830657
7020,6894,63830716
533,5951,63830869
4949,5075,63830971
2268,4832,63831286
5774,5793,63831337
4837,4065,63831422
1569,4065,63831440
4937,4065,63831599
4659,5981,63831816
3801,4065,63831885
3946,1005,63832068
4930,5605,63832154
270,271,63832187
3572,3571,63832664
6399,7016,63832831
3772,1958,63832846
4975,1773,63833017
6248,5327,63833255
4946,5956,63833383
3946,3531,63833470
6666,1226,63834011
6248,5343,63834324
5736,6256,63834336
4490,174,63834489
5401,1169,63834527
5956,5150,63834568
1663,2110,63835331
5956,6924,63835334
2229,1957,63835343
3726,4662,63835460
240,432,63835577
621,5657,63835600
6713,432,63835812
5793,5774,63835896
3910,4385,63835946
4476,3723,63835967
3999,3723,63836060
159,2644,63836083
5706,4768,63836089
6592,6592,63836092
5660,5043,63836126
3946,6099,63836130
5796,3716,63836369
21,1254,63836604
2868,2557,63836749
1732,2557,63836772
4622,1287,63836857
6957,4482,63837205
4611,621,63837348
3845,6151,63837349
4344,5475,63837532
4591,3648,63837758
5598,3275,63837774
4931,2181,63837801
1663,4459,63838148
1856,6941,63838323
6335,1162,63838453
4405,4467,63838475
2085,5211,63838596
7021,3244,63838777
3946,2623,63838844
2239,3244,63838979
5774,5793,63839108
5971,7022,63839278
6981,4874,63839366
3244,7021,63839393
4727,1819,63839929
3219,3826,63839992
5374,5375,63840179
2570,2480,63840383
2331,5947,63840413
2246,2188,63840429
5528,4753,63840473
21,775,63840529
6592,6592,63840562
1162,6335,63840609
5235,6377,63840621
7023,5543,63840658
743,6392,63840679
4661,3321,63840709
7001,7024,63840825
3946,5963,63840828
2043,7025,63841035
2903,2909,63841044
5949,655,63841118
2943,3358,63841139
5038,3826,63841198
1218,2542,63841210
4262,2574,63841577
4292,4600,63841577
6068,2714,63841736
7026,7027,63841900
5736,1184,63842014
1285,1451,63842233
772,773,63842417
140,1178,63842473
4733,6079,63842862
743,1350,63842885
7028,6011,63842998
6011,7028,63843187
2656,5299,63843307
1885,405,63843429
40171,405,63843609
5964,5372,63843627
478,4622,63843704
7029,4302,63843732
478,4622,63843748
240,432,63844144
7002,7001,63844273
1909,1040,63844342
4600,4292,63844344
2868,3033,63844347
6894,7020,63844783
904,2127,63844796
7030,985,63844878
1750,7031,63845010
7032,7032,63845105
4568,1613,63845246
5299,2656,63845352
6867,6819,63845384
4385,3910,63845567
7028,6011,63845568
7021,1854,63845800
5698,5697,63845984
1854,7021,63846039
787,3858,63846243
4292,4600,63846420
3127,607,63846463
4815,4457,63846560
4292,4600,63846736
240,432,63846898
1178,140,63847018
3234,4600,63847026
7033,7033,63847270
5697,5698,63847302
7034,7035,63847593
7036,7037,63847651
3586,1450,63847766
4368,5631,63847953
6444,6443,63848006
6656,790,63848784
2868,1430,63848832
1217,6942,63848845
7038,2204,63848850
6444,6443,63848870
438,3616,63848883
3946,6142,63848952
81,80,63848993
5123,4441,63848997
7039,339,63849042
5481,6716,63849113
2868,2842,63849227
3740,2842,63849278
382,1537,63849353
7014,512,63849695
6464,4310,63849728
5123,4441,63849762
1184,5736,63849887
3858,787,63849922
2340,5598,63850185
2763,2491,63850290
3127,1162,63850298
4905,5209,63850312
211,646,63850346
2574,5545,63850570
394,2778,63850744
6436,3750,63850774
159,6715,63850839
441,4627,63851047
2778,394,63851236
4627,441,63851372
621,4611,63851412
3321,4661,63851627
6934,5315,63851732
25,1214,63851746
6779,1562,63851912
6136,5892,63851991
5168,653,63852079
2617,2251,63852130
441,4627,63852323
4776,4487,63852455
2609,5892,63852937
1309,1489,63853035
155,1876,63853098
6896,6090,63853152
5481,6716,63853292
2909,2903,63853347
5123,4441,63853441
5658,3913,63853445
5545,1182,63853447
4644,5244,63853469
4852,4441,63853578
968,4167,63853675
7040,3809,63853704
6159,6637,63853873
4733,5692,63853938
4404,5886,63854414
5395,4491,63854539
4792,2529,63854630
6904,5492,63854672
5492,3466,63855081
897,1562,63855100
6946,6945,63855384
5576,502,63855447
2197,6292,63855451
326,5863,63855523
4065,4937,63856222
5793,5774,63856238
6347,6377,63856455
4733,973,63856598
4482,6957,63856971
6741,5885,63857093
1582,5885,63857332
3741,1363,63857437
4030,1971,63858213
1363,3741,63858239
3741,1363,63858598
1373,2884,63858829
6721,2884,63858901
4734,1124,63858939
4733,5964,63858971
2797,1453,63859045
3358,2884,63859186
2884,3358,63859359
6131,5163,63859887
4611,5594,63859951
2385,1398,63860178
5885,1582,63860885
3127,5473,63860978
1663,3606,63861671
1748,910,63862265
5786,4817,63863389
5366,4817,63863771
6046,4269,63864243
1945,3454,63866833
2860,2506,63867629
1017,301,63868007
1136,75,63871512
390,7041,63872984
4600,3234,63874080
5018,985,63879679
626,3835,63880605
4733,6517,63881641
1214,25,63882408
2159,6066,63884004
2983,3177,63884317
6480,5570,63884849
2212,173,63886105
6437,6610,63886348
4852,4441,63886429
2142,6610,63886443
5570,6480,63886450
544,5931,63886640
81,1332,63886652
3439,3218,63886680
6480,5570,63886720
3446,2800,63886896
5603,616,63887074
6464,4310,63887087
449,4310,63887126
6895,6935,63888514
4817,5366,63888545
3367,3368,63888649
6314,5368,63889122
5368,6314,63889293
5000,1187,63889525
6896,4891,63889594
5018,4372,63890351
4636,4852,63890443
1086,619,63890616
6459,6283,63890982
6894,4411,63891260
5988,5027,63891446
4411,6894,63891499
7042,3292,63891499
7043,7044,63891627
1088,6494,63892173
5058,5401,63892453
5892,2609,63892515
2491,2763,63892524
4546,4547,63892606
578,579,63892771
1074,1483,63892825
1074,1483,63892825
3150,1685,63892839
6177,3243,63892876
1033,1685,63892905
4817,5786,63892995
619,618,63893301
3632,3632,63893430
1064,749,63893438
618,619,63893501
2763,2491,63893537
619,618,63893643
5163,6131,63893737
7045,5155,63893896
5155,7045,63894045
7045,5155,63894165
7046,1012,63894360
6600,3361,63894364
4600,4292,63894405
6079,6080,63894535
3071,5468,63894602
5631,4368,63894689
4150,1002,63894847
6011,4292,63895327
7047,2471,63895551
4105,4638,63895997
6847,5976,63896036
4771,5149,63896408
4579,471,63896441
1685,3150,63896522
4420,5320,63896614
7023,641,63896709
240,432,63896714
4534,5659,63897172
5123,4441,63897242
6413,838,63897297
1685,1033,63897357
1582,5885,63897771
653,5168,63897829
1508,603,63898146
3368,3368,63898211
4776,4487,63898593
4733,5938,63898710
6895,5778,63898815
1483,1074,63898890
5778,6895,63899009
2360,2928,63899459
4529,3093,63899515
1918,2928,63899699
296,5087,63899851
1078,1077,63900119
4491,5395,63900420
3093,3319,63900453
2436,1480,63900521
5659,4534,63900793
3741,1255,63901088
5523,5369,63901249
3741,961,63901357
6437,6610,63901623
2277,2278,63901698
44,243,63901746
40189,5372,63901792
949,1966,63901891
1945,2394,63902122
2197,3664,63902334
3984,1865,63902423
7039,3208,63902720
4292,6011,63902815
3208,7039,63903058
4281,2510,63903092
5315,6934,63903221
6413,4131,63903283
626,625,63903371
3692,1865,63903418
243,1359,63903506
1783,4597,63903528
3809,7040,63903626
27,5,63903668
625,626,63903726
7039,3208,63904031
7048,4335,63904536
471,4579,63904794
3208,7039,63904841
3723,3999,63904969
7049,2024,63905405
2436,5767,63905563
1033,1685,63905865
614,4832,63905907
7050,6687,63905922
3150,1685,63905969
4627,441,63906027
6492,2327,63906090
7050,6687,63906119
1489,1309,63906498
6112,3442,63906659
7051,4473,63906713
3368,3367,63906719
6451,6314,63906964
4466,6248,63906992
5327,6248,63907112
5343,6248,63907134
2983,698,63907137
441,4627,63907248
6347,6347,63907590
6895,6852,63907805
6988,6664,63907839
6852,6895,63907885
6314,5372,63908049
3465,2834,63908172
3421,520,63908314
6659,5372,63908382
7052,7052,63908480
7033,4949,63908514
6659,5372,63908602
5763,7051,63908681
1483,1074,63908779
6196,5372,63908806
6659,5372,63908871
4733,4459,63909048
173,2212,63909064
2609,5892,63909140
2510,4281,63909195
3741,2522,63909468
6011,4292,63909494
5455,6607,63909926
4733,3483,63910179
1074,1483,63910240
5564,3571,63910435
1483,1074,63910506
5149,4771,63910508
3321,4661,63910620
2436,4058,63910955
6824,5690,63910970
7021,1853,63911100
7046,1088,63911200
6494,1088,63911524
